ProteinID	Annotation	IPR	GO	Superfamily	Transcript	TPM	Expression	Total_Peptide	Unique_Peptide
g2004.t1	RNA-binding protein, putative	IPR000571	GO:0046872	SSF57850	False	None	False	None	None
g2005.t1	RNA-binding protein	IPR000571	GO:0046872	SSF57850	False	None	False	None	None
g2006.t1	GDT1-like protein 3	IPR001727	None	None	False	None	False	None	None
g2007.t1	intraflagellar transport protein component, putative	IPR029062,IPR039975	None	SSF52317	False	None	False	None	None
g2008.t1	intraflagellar transport protein 80	IPR001680,IPR017986,IPR036322	GO:0005515	SSF50978	False	None	False	None	None
g2009.t1	Calcyphosin-like protein	IPR009524,IPR011992	GO:0005634	SSF47473	False	None	False	None	None
g2010.t1	Lipoyl synthase 2, mitochondrial	IPR003698,IPR006638,IPR007197,IPR031691	GO:0003824,GO:0009107,GO:0016992,GO:0051536,GO:0051539	SSF102114	False	None	False	None	None
g2011.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2012.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2013.t1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	IPR004163,IPR004164,IPR004165,IPR012791,IPR012792,IPR014388,IPR037171	GO:0008410,GO:0046952	SSF100950	False	None	False	None	None
g2014.t1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	IPR004163,IPR004165,IPR037171	GO:0008410	SSF100950	False	None	False	None	None
g2015.t1	Nucleoporin	None	None	None	False	None	False	None	None
g2016.t1	Heat shock protein 75 kDa, mitochondrial	IPR001404,IPR020568,IPR020575,IPR036890,IPR037196	GO:0005524,GO:0006457,GO:0016887,GO:0051082	SSF110942,SSF54211,SSF55874	False	None	False	None	None
g2017.t1	GTPase protein, putative	IPR006073,IPR027417,IPR030378	GO:0005525	SSF52540	False	None	False	None	None
g2018.t1	diphthamide synthesis protein, putative	IPR010014,IPR016435	GO:0017183	None	False	None	False	None	None
g2019.t1	unnamed protein product	None	None	None	False	None	False	None	None
g2020.t1	OSM3-like kinesin, putative	None	None	None	False	None	False	None	None
g2021.t1	Flagellum attachment zone protein 12	None	None	None	False	None	False	None	None
g2022.t1	hypothetical protein	IPR002048,IPR011992	GO:0005509	SSF47473	False	None	False	None	None
g2023.t1	helicase-like protein	None	None	None	False	None	False	None	None
g2024.t1	Radial spoke head protein 9 homolog	None	None	None	False	None	False	None	None
g2025.t1	Mitochondrial SSU ribosomal protein, putative	None	None	None	False	None	False	None	None
g2026.t1	UDP-sugar pyrophosphorylase	IPR002618,IPR029044,IPR039741	GO:0070569	SSF53448	False	None	False	None	None
g2027.t1	RRP12	IPR012978,IPR016024	None	SSF48371	False	None	False	None	None
g2028.t1	DNA topoisomerase II, putative	IPR001333	GO:0004181,GO:0006508	SSF55486	False	None	False	None	None
g2029.t1	Unc104-like kinesin, putative	IPR000253,IPR001752,IPR008984,IPR019821,IPR027417,IPR027640	GO:0003777,GO:0005515,GO:0005524,GO:0007018,GO:0008017,GO:1990939	SSF49879,SSF52540	False	None	False	None	None
g2030.t1	aminopeptidase, putative,metallo-peptidase, Clan MF, Family M17, putative	IPR000819,IPR011356,IPR041417	GO:0005737,GO:0006508,GO:0019538,GO:0030145,GO:0070006	SSF53187	False	None	False	None	None
g2031.t1	transmembrane protein, putative	None	None	None	False	None	False	None	None
g2032.t1	Frag1/DRAM/Sfk1 family	IPR027317,IPR036691	None	SSF56219	False	None	False	None	None
g2033.t1	Tubulin cofactor C domain-containing protein 1, putative	IPR012945,IPR017901,IPR039589	None	None	False	None	False	None	None
g2034.t1	dynein heavy chain, putative	IPR004273,IPR013602,IPR024317,IPR024743,IPR026983,IPR027417,IPR035699,IPR035706,IPR041228,IPR041658	GO:0005524,GO:0007018,GO:0008569,GO:0030286	SSF52540	False	None	False	None	None
g2035.t1	tubulin tyrosine ligase, putative	IPR004344,IPR027749	GO:0006464	None	False	None	False	None	None
g2036.t1	Protein GrpE	IPR000740,IPR009012,IPR013805	GO:0000774,GO:0006457,GO:0042803,GO:0051087	SSF51064,SSF58014	False	None	False	None	None
g2037.t1	kinesin	None	None	None	False	None	False	None	None
g2038.t1	Mitochondrial SSU ribosomal protein, putative	None	None	None	False	None	False	None	None
g2039.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2040.t1	putative 4-methyl-5(beta-hydroxyethyl)-thiazole monophosphate synthesis protein	IPR002818,IPR006287,IPR029062	None	SSF52317	False	None	False	None	None
g2041.t1	Protein aardvark	IPR000225,IPR016024	GO:0005515	SSF48371	False	None	False	None	None
g2042.t1	antigen 2	None	None	None	False	None	False	None	None
g2043.t1	mitochondrial oligo-U binding protein TBRGG1	None	None	None	False	None	False	None	None
g2044.t1	Protein kinase 2	IPR000719,IPR000961,IPR001849,IPR011009,IPR017441	GO:0004672,GO:0004674,GO:0005524,GO:0006468	SSF50729,SSF56112	False	None	False	None	None
g2045.t1	AdoMet dependent proline di-methyltransferase, putative	IPR008576,IPR029063	GO:0006480,GO:0008168	SSF53335	False	None	False	None	None
g2046.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2047.t1	prefoldin subunit, putative	IPR002777	GO:0006457,GO:0016272,GO:0051082	SSF46579	False	None	False	None	None
g2048.t1	50S ribosome-binding GTPase	IPR006073,IPR027417	GO:0005525	SSF52540	False	None	False	None	None
g2049.t1	UDP-glucuronic acid decarboxylase 4	IPR016040,IPR036291,IPR044516	GO:0042732,GO:0048040,GO:0070403	SSF51735	False	None	False	None	None
g2050.t1	adenosine kinase, putative	IPR001805,IPR011611,IPR029056	GO:0004001,GO:0006166	SSF53613	False	None	False	None	None
g2051.t1	ubiquitin-protein ligase	IPR000569,IPR035983,IPR044611	GO:0000209,GO:0004842,GO:0061630	SSF56204	False	None	False	None	None
g2052.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2053.t1	Protein F37C4.5	IPR011935,IPR025554,IPR037291	None	None	False	None	False	None	None
g2054.t1	Gamma-tubulin complex component 4	IPR007259,IPR040457,IPR041470	GO:0000226,GO:0000922,GO:0005815,GO:0007020,GO:0043015	None	False	None	False	None	None
g2055.t1	p22 protein precursor	IPR003428,IPR036561	GO:0005759	SSF54529	False	None	False	None	None
g2056.t1	Mo25-like, putative	IPR013878,IPR016024	None	SSF48371	False	None	False	None	None
g2057.t1	protein kinase	IPR000719,IPR011009	GO:0004672,GO:0005524,GO:0006468	SSF56112	False	None	False	None	None
g2058.t1	ubiquitin fusion degradation protein 2, putative	IPR019474	GO:0000151,GO:0006511,GO:0016567,GO:0034450	SSF57850	False	None	False	None	None
g2059.t1	DnaJ chaperone protein, putative	IPR001623,IPR036869	None	SSF46565	False	None	False	None	None
g2060.t1	succinate dehydrogenase subunit 7	None	None	None	False	None	False	None	None
g2061.t1	Succinate dehydrogenase assembly factor 2, mitochondrial	IPR005631,IPR036714	None	SSF109910	False	None	False	None	None
g2062.t1	DREV methyltransferase	IPR007884,IPR029063	None	SSF53335	False	None	False	None	None
g2063.t1	RNA-binding protein	IPR000504,IPR035979	GO:0003676	SSF54928	False	None	False	None	None
g2064.t1	membrane-associated protein, putative	None	None	None	False	None	False	None	None
g2065.t1	ER membrane protein complex subunit 4	IPR009445	None	None	False	None	False	None	None
g2066.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2067.t1	Hsp33 protein, putative	IPR000397,IPR016153,IPR016154	GO:0005737,GO:0006457,GO:0051082	SSF118352,SSF64397	False	None	False	None	None
g2068.t1	Importin subunit alpha-4	IPR000225,IPR016024,IPR024931,IPR032413	GO:0005515,GO:0005737,GO:0006606,GO:0061608	SSF48371	False	None	False	None	None
g2069.t1	MA3 domain containing protein	IPR003891	None	None	False	None	False	None	None
g2070.t1	ubiquitin hydrolase, putative	IPR001394,IPR028889,IPR038765	GO:0004843,GO:0016579	SSF54001	False	None	False	None	None
g2071.t1	Small nuclear ribonucleoprotein E	IPR001163,IPR010920,IPR027078	GO:0000398,GO:0005681	SSF50182	False	None	False	None	None
g2072.t1	TRPL translocation defect protein 14	IPR027417,IPR038727	None	SSF52540	False	None	False	None	None
g2073.t1	E3 ubiquitin-protein ligase HEL2	IPR001841,IPR044288	GO:0061630,GO:0072344	SSF57850	False	None	False	None	None
g2074.t1	calcium-binding protein, putative	IPR002048,IPR011992,IPR018247	GO:0005509	SSF47473	False	None	False	None	None
g2075.t1	hypothetical protein	IPR011011,IPR017455	None	SSF57903	False	None	False	None	None
g2076.t1	pyridoxal kinase	IPR004625,IPR013749,IPR029056	GO:0008478,GO:0009443	SSF53613	False	None	False	None	None
g2077.t1	Acetyltransferase (GNAT) family, putative	IPR000182,IPR016181	GO:0008080	SSF55729	False	None	False	None	None
g2078.t1	hypothetical protein	IPR016024	None	SSF48371	False	None	False	None	None
g2079.t1	hypothetical protein	None	None	SSF116907	False	None	False	None	None
g2080.t1	vacuolar assembly protein vps41	IPR000547,IPR018392	GO:0006886,GO:0016192	SSF54106	False	None	False	None	None
g2081.t1	U3 small nucleolar ribonucleoprotein protein IMP4	IPR007109,IPR044281	GO:0006364,GO:0019843,GO:0042134	SSF52954	False	None	False	None	None
g2082.t1	L-threonine 3-dehydrogenase, mitochondrial	IPR001509,IPR036291	GO:0003824	SSF51735	False	None	False	None	None
g2083.t1	U3 small nucleolar ribonucleoprotein protein IMP4	IPR007109,IPR044281	GO:0006364,GO:0019843,GO:0042134	SSF52954	False	None	False	None	None
g2084.t1	L-threonine 3-dehydrogenase, mitochondrial	IPR001509,IPR036291	GO:0003824	SSF51735	False	None	False	None	None
g2085.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2086.t1	ABC transporter, putative	IPR003439,IPR003593,IPR027417	GO:0005524	SSF52540	False	None	False	None	None
g2087.t1	GTPase activating protein, putative	IPR000195,IPR035969	None	SSF47923	False	None	False	None	None
g2088.t1	Serine/threonine-protein kinase RIO2	IPR000687,IPR011009,IPR015285,IPR018935,IPR030484,IPR036390	GO:0004672,GO:0004674,GO:0005524,GO:0006468	SSF46785,SSF56112	False	None	False	None	None
g2089.t1	ESAG8-associated protein	IPR007557	None	None	False	None	False	None	None
g2090.t1	Protein will die slowly	IPR001680,IPR017986,IPR019775,IPR036322	GO:0005515	SSF50978	False	None	False	None	None
g2091.t1	kinesin	IPR001752,IPR001849,IPR019821,IPR024774,IPR027417,IPR027640	GO:0003777,GO:0005515,GO:0005524,GO:0005543,GO:0005938,GO:0007018,GO:0008017,GO:0032065,GO:1990939	SSF50729,SSF52540	False	None	False	None	None
g2092.t1	class I nuclease-like protein	IPR003154,IPR008947	GO:0003676,GO:0004519,GO:0006308,GO:0016788	SSF48537	False	None	False	None	None
g2093.t1	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	IPR003607,IPR006674	None	SSF109604	False	None	False	None	None
g2094.t1	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase	IPR002659	GO:0006486,GO:0016020,GO:0016758	None	False	None	False	None	None
g2095.t1	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase	IPR002659	GO:0006486,GO:0016020,GO:0016758	None	False	None	False	None	None
g2096.t1	RNA pseudouridylate synthase, putative	IPR006145,IPR020103	GO:0001522,GO:0003723,GO:0009451,GO:0009982	SSF55120	False	None	False	None	None
g2097.t1	hypothetical protein	IPR004582,IPR027417	GO:0006281	SSF52540	False	None	False	None	None
g2098.t1	ATPase family associated with various cellular activities (AAA)	IPR003593,IPR003959,IPR003960,IPR027417	GO:0005524,GO:0016887	SSF52540	False	None	False	None	None
g2099.t1	Phosphopantothenoylcysteine decarboxylase subunit VHS3	IPR003382,IPR036551	GO:0003824	SSF52507	False	None	False	None	None
g2100.t1	epsilon-adaptin, putative,AP-1/4 adapter complex gamma/epsilon subunit, putative	IPR002553,IPR016024,IPR017109,IPR028269	GO:0006886,GO:0015031,GO:0016192,GO:0030117,GO:0030124	SSF48371	False	None	False	None	None
g2101.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2102.t1	pseudouridine synthase A-like protein, putative	IPR001406,IPR020097,IPR020103	GO:0001522,GO:0003723,GO:0009451,GO:0009982	SSF55120	False	None	False	None	None
g2103.t1	protein kinase	IPR000719,IPR008271,IPR011009,IPR017441	GO:0004672,GO:0005524,GO:0006468	SSF56112	False	None	False	None	None
g2104.t1	PH domain containing protein, putative	IPR015915	GO:0005515	SSF117281	False	None	False	None	None
g2105.t1	CRAL/TRIO, N-terminal domain/CRAL/TRIO domain containing protein	IPR001251,IPR036865	None	SSF52087	False	None	False	None	None
g2106.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2107.t1	Chaperone protein ClpB	IPR003593,IPR011704,IPR027417	GO:0005524,GO:0016887	SSF52540	False	None	False	None	None
g2108.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2109.t1	Ras-related protein Rab-28	IPR001806,IPR005225,IPR027417	GO:0003924,GO:0005525	SSF52540	False	None	False	None	None
g2110.t1	aldehyde dehydrogenase family	IPR015590,IPR016161	GO:0016491	SSF53720	False	None	False	None	None
g2111.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2112.t1	Acyl-CoA-binding domain-containing protein 5	IPR006652,IPR015915	GO:0005515	SSF117281	False	None	False	None	None
g2113.t1	microtubule associated protein xmap215	None	None	None	False	None	False	None	None
g2114.t1	Intraflagellar transport protein 46 homolog	IPR022088	GO:0042073	None	False	None	False	None	None
g2115.t1	protein kinase,cdc2	IPR000719,IPR008271,IPR011009	GO:0004672,GO:0005524,GO:0006468	SSF56112	False	None	False	None	None
g2116.t1	DNA-J protein, putative	IPR001623,IPR018253,IPR036869	None	SSF46565	False	None	False	None	None
g2117.t1	Queuine tRNA-ribosyltransferase catalytic subunit 1	IPR002616,IPR036511	GO:0006400,GO:0016763	SSF51713	False	None	False	None	None
g2118.t1	Ubiquitin family, putative	IPR000626,IPR029071	GO:0005515	SSF54236	False	None	False	None	None
g2119.t1	Hydin	IPR027417,IPR031549,IPR033305	None	SSF52540	False	None	False	None	None
g2120.t1	splicing factor 3a, putative	IPR000690,IPR024598,IPR031774,IPR031776	GO:0000398,GO:0003676,GO:0003723,GO:0005634,GO:0005681,GO:0008270	None	False	None	False	None	None
g2121.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2122.t1	Adenylate kinase isoenzyme 6 homolog FAP7	IPR020618,IPR027417	GO:0004017,GO:0005524,GO:0016887	SSF52540	False	None	False	None	None
g2123.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2124.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2125.t1	hypothetical protein	IPR040747	None	None	False	None	False	None	None
g2126.t1	Zinc finger protein 277	IPR036236,IPR040048,IPR041661	None	SSF57667	False	None	False	None	None
g2127.t1	cyclosome subunit	IPR024990	GO:0005680	None	False	None	False	None	None
g2128.t1	putative intraflagellar transport (IFT) protein	IPR028172	None	None	False	None	False	None	None
g2129.t1	mannosyltransferase	IPR007704	GO:0004376,GO:0006506,GO:0016021,GO:0051751	None	False	None	False	None	None
g2130.t1	Coiled-coil domain-containing protein 25	IPR008532,IPR039730	None	None	False	None	False	None	None
g2131.t1	Receptor-type adenylate cyclase GRESAG 4.3	IPR001054,IPR028081,IPR028082,IPR029787	GO:0009190,GO:0035556	SSF53822,SSF55073	False	None	False	None	None
g2132.t1	receptor-type adenylate cyclase	None	None	None	False	None	False	None	None
g2133.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2134.t1	hypothetical protein	IPR031797	None	None	False	None	False	None	None
g2135.t1	Major Facilitator Superfamily	IPR011701,IPR036259	GO:0022857,GO:0055085	SSF103473	False	None	False	None	None
g2136.t1	Receptor-type adenylate cyclase ESAG 4	IPR001054,IPR029787	GO:0009190,GO:0035556	SSF55073	False	None	False	None	None
g2137.t1	Receptor-type adenylate cyclase GRESAG 4.3	IPR028081,IPR028082	None	SSF53822	False	None	False	None	None
g2138.t1	Oligomerisation domain containing protein, putative	IPR004394,IPR043519	None	SSF81301	False	None	False	None	None
g2139.t1	Serine/threonine-protein kinase NEK10, putative	IPR000315,IPR000719,IPR006626,IPR008271,IPR011009,IPR011050,IPR013087,IPR039448	GO:0004672,GO:0005524,GO:0006468,GO:0008270	SSF51126,SSF56112	False	None	False	None	None
g2140.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2141.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2142.t1	zinc finger protein ZFP1	IPR000571,IPR036855	GO:0046872	SSF90229	False	None	False	None	None
g2143.t1	endosomal trafficking protein RME-8, putative	IPR001623,IPR016024,IPR025640,IPR036869	None	SSF46565,SSF48371	False	None	False	None	None
g2144.t1	Threonylcarbamoyladenosine tRNA methylthiotransferase	IPR002792,IPR005839,IPR006466,IPR006638,IPR007197,IPR013848,IPR020612	GO:0003824,GO:0006400,GO:0016740,GO:0035596,GO:0035598,GO:0035600,GO:0051536,GO:0051539	SSF102114	False	None	False	None	None
g2145.t1	Uncharacterised ACR, YagE family COG1723, putative	IPR003734	None	None	False	None	False	None	None
g2146.t1	zinc-finger protein	IPR003604,IPR013087,IPR022755,IPR036236,IPR040025,IPR041661	GO:0003676,GO:0008270	SSF57667	False	None	False	None	None
g2147.t1	Probable phospholipid-transporting ATPase DNF3	IPR001757,IPR006539,IPR018303,IPR020539,IPR023298,IPR023299,IPR032630,IPR036412,IPR044492	GO:0000166,GO:0000287,GO:0004526,GO:0005524,GO:0015914,GO:0016021,GO:0016887,GO:0140326	SSF56784,SSF81660,SSF81665	False	None	False	None	None
g2148.t1	Internalin-A	IPR000048,IPR001611,IPR003591	GO:0005515	SSF52058	False	None	False	None	None
g2149.t1	Tubulin polyglutamylase TTLL4	IPR004344	GO:0006464	SSF56059	False	None	False	None	None
g2150.t1	ATP-dependent DEAD/H DNA helicase recQ family, putative	IPR001650,IPR027417	None	SSF52540	False	None	False	None	None
g2151.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2152.t1	23S rRNA (cytosine1962-C5)-methyltransferase	IPR029063	None	SSF53335	False	None	False	None	None
g2153.t1	SET domain containing protein, putative	IPR001214	GO:0005515	SSF82199	False	None	False	None	None
g2154.t1	Sphingosine-1-phosphate lyase	IPR002129,IPR015424	GO:0016831,GO:0019752,GO:0030170	SSF53383	False	None	False	None	None
g2155.t1	zinc finger protein, putative	None	None	None	False	None	False	None	None
g2156.t1	ADP-ribosylation factor-like protein 3	IPR005225,IPR006689,IPR027417	GO:0005525	SSF52540	False	None	False	None	None
g2157.t1	hypothetical protein	None	None	None	False	None	False	None	None
g2158.t1	paraflagellar rod component, putative	None	None	None	False	None	False	None	None
g2159.t1	Present in the outer mitochondrial membrane proteome 31	None	None	None	False	None	False	None	None
g2160.t1	Peptidyl-tRNA hydrolase	IPR002833,IPR023476	GO:0004045	SSF102462	False	None	False	None	None
